name,id,wikidataId,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numPersonGroups,numConnectedComponents,numEdges,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"scheerbart-die-welt-geht-unter","ger000429","Q51393922","Scheerbart","0","Die Welt geht unter!","Ein Tableau","","http://www.textgridrep.org/textgrid:tv65.0","","","","","1904","4","false","1","1","1","several characters","3","1","","1904","3","4","0","3","1","","1","6","","1","0","0","825","416","450","11","0"
"scheerbart-die-wurzeln-der-wohlhabenheit","ger000097","Q51393982","Scheerbart","0","Die Wurzeln der Wohlhabenheit","Ein schildbürgerliches Schauspiel in fünf Akten","","http://www.textgridrep.org/textgrid:tvcm.0","","","","","1904","15","false","0.9010989010989011","0.5714285714285714","1.4285714285714286","kaeseberg|wiedewitt|von_moellerkuchen","8","2","","1904","14","15","0","14","1","","1","60","","5","0","5","2472","2203","913","84","5"
"scheerbart-es-lebe-europa","ger000034","Q51394019","Scheerbart","0","Es lebe Europa!","Eine Kapitalisten-Tragödie in fünf Akten","Tragedy","http://www.textgridrep.org/textgrid:tvdq.0","","","","","1904","9","false","0.8666666666666667","0.6111111111111112","1.3888888888888888","haeser|urban","4.888888888888889","2","","1904","8","9","2","7","0","","1","22","","5","0","5","1559","1232","438","52","0"
"scheerbart-herr-kammerdiener-kneetschke","ger000153","Q51394068","Scheerbart","0","Herr Kammerdiener Kneetschke","Eine Kammerdiener-Tragödie in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:tvg7.0","","","","","1904","10","false","0.8555555555555555","0.6888888888888889","1.3111111111111111","kneetschke|kathi","6.2","2","","1904","9","10","4","6","0","","1","31","","5","0","5","3084","2664","942","180","0"
"scheerbart-lachende-gespenster","ger000138","Q51394118","Scheerbart","0","Lachende Gespenster","Ein Schauspiel zwischen schwarzen Wänden in einem Aufzuge","","http://www.textgridrep.org/textgrid:tv6h.0","","","","","1904","6","false","1","1","1","several characters","5","1","","1904","5","6","2","1","3","","1","15","","1","0","0","1942","1815","362","109","0"
"scheerbart-okurirasuna","ger000112","Q51394165","Scheerbart","0","Okurirasûna","Grosse Weltkomödie in fünf Akten","Comedy","http://www.textgridrep.org/textgrid:tvb0.0","","","","","1904","10","false","1","1","1","several characters","9","1","","1904","9","10","3","7","0","","1","45","","5","0","5","6287","5712","1961","198","0"
"scheerbart-ruebezahl","ger000231","Q51394222","Scheerbart","0","Rübezahl","Schauspiel in fünf Aufzügen","","http://www.textgridrep.org/textgrid:tvgd.0","","","","","1904","18","false","0.8174316424316425","0.32679738562091504","1.8300653594771241","ruebezahl","5.555555555555555","3","","1904","14","18","4","14","0","","1","50","","67","0","5","14877","13566","3882","603","0"
"schikaneder-die-zauberfloete","ger000256","Q5064","Schikaneder","0","Die Zauberflöte","Große Oper in zwey Aufzügen","","http://www.textgridrep.org/textgrid:twnw.0","","","","","1791","27","true","0.7637981118373276","0.3190883190883191","1.8034188034188035","tamino|papageno","8.296296296296296","3","1791","","18","27","6","17","4","","1","112","","49","59","2","12760","11677","2178","366","785"
"schildbach-glueck-durch-unglueck","ger000585","Q112929485","Schildbach","0","Glück durch Unglück","Ein Lustspiel in einem Aufzuge","Comedy","https://de.wikisource.org/wiki/Glück_durch_Unglück","","","","","1808","5","false","1","1","1","several characters","4","1","1814","1808","4","5","2","3","0","","1","10","","9","0","0","5973","5889","460","367","0"
"schiller-die-braut-von-messina","ger000067","Q1211729","Schiller","0","Die Braut von Messina oder Die feindlichen Brüder","Ein Trauerspiel mit Chören","Tragedy","http://www.textgridrep.org/textgrid:v0d8.0","","","","","1803","18","false","0.8632495590828925","0.33986928104575165","1.7058823529411764","chor","5.777777777777778","3","1803","1803","16","18","2","16","0","","1","52","1802/1803","29","11","4","23899","19989","1411","0","2888"
"schiller-die-jungfrau-von-orleans","ger000227","Q1125010","Schiller","0","Die Jungfrau von Orleans","Eine romantische Tragödie","Tragedy","http://www.textgridrep.org/textgrid:tz9d.0","","","","","1801","47","false","0.756246433999876","0.15541165587419056","2.418131359851989","johanna","7.148936170212766","5","1801","1801","28","47","6","40","1","","1","168","1800/1801","63","19","5","28828","27778","3075","0","3756"
"schiller-die-piccolomini","ger000086","Q1215415","Schiller","0","Die Piccolomini","In fünf Aufzügen","","http://www.textgridrep.org/textgrid:tz6r.0","","","","","1799","28","false","0.8776207919065063","0.25396825396825395","2.0673758865248226","terzky","6.857142857142857","4","1799","1800","15","28","3","25","0","","2","96","1796/1798","31","1","5","21350","20723","1754","1","2834"
"schiller-die-raeuber","ger000008","Q466333","Schiller","0","Die Räuber","Ein Schauspiel","","http://www.textgridrep.org/textgrid:v0fv.0","","","","","1781","26","false","0.848139426924852","0.5169230769230769","1.4830769230769232","grimm|schwarz","12.923076923076923","2","1782","1781","25","26","1","24","1","","1","168","1779/1780","15","28","5","40878","39320","2280","1084","136"
"schiller-die-verschwoerung-des-fiesco-zu-genua","ger000451","Q382941","Schiller","0","Die Verschwörung des Fiesco zu Genua","Ein republikanisches Trauerspiel","Tragedy","http://www.textgridrep.org/textgrid:tzgk.0","","","","","1782","36","false","0.7673510064226439","0.2111111111111111","1.9587301587301587","fiesco","7.388888888888889","4","1782","1783","28","36","5","28","3","","1","133","","75","12","5","30241","28851","3982","1251","0"
"schiller-don-carlos-infant-von-spanien","ger000217","Q498408","Schiller","0","Don Carlos, Infant von Spanien","Ein dramatisches Gedicht","","http://www.textgridrep.org/textgrid:tx4z.0","","","","","1787","26","false","0.6809988313530825","0.3446153846153846","1.8","koenig_philipp","8.615384615384615","3","1787","1787","20","26","6","20","0","","1","112","1782/1787","69","24","5","44148","42704","6091","0","6550"
"schiller-kabale-und-liebe","ger000096","Q263150","Schiller","0","Kabale und Liebe","Ein bürgerliches Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:tz39.0","","","","","1784","17","false","0.7397759103641457","0.3014705882352941","2.0588235294117645","lady","4.823529411764706","4","1784","1784","9","17","4","12","1","","1","41","1782/1783","37","23","5","31029","29173","4073","922","0"
"schiller-maria-stuart","ger000311","Q425837","Schiller","0","Maria Stuart","Ein Trauerspiel","Tragedy","http://www.textgridrep.org/textgrid:twt3.0","","","","","1800","20","false","0.6793290043290044","0.30526315789473685","2.163157894736842","elisabeth","5.8","4","1800","1801","12","20","6","14","0","","1","58","1799/1800","52","20","5","30635","29730","2219","0","4326"
"schiller-wallensteins-lager","ger000025","Q2542703","Schiller","0","Wallensteins Lager","","","http://www.textgridrep.org/textgrid:txtj.0","","","","","1798","27","false","0.835522238594134","0.4045584045584046","1.6438746438746439","trompeter","10.518518518518519","3","1798","1800","25","27","2","23","2","","1","142","1796/1798","11","1","0","8920","7819","407","0","1117"
"schiller-wallensteins-tod","ger000058","Q1742540","Schiller","0","Wallensteins Tod","Ein Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:v0nx.0","","","","","1799","33","false","0.684374906504093","0.23484848484848486","2.0643939393939394","graefin","7.515151515151516","4","1799","1800","20","33","4","28","1","","1","124","1796/1799","63","1","5","31540","30810","2712","0","4256"
"schiller-wilhelm-tell","ger000452","Q937281","Schiller","0","Wilhelm Tell","Schauspiel","","http://www.textgridrep.org/textgrid:tz0c.0","","","","","1804","66","false","0.8755267025047939","0.24895104895104894","1.863869463869464","stauffacher","16.181818181818183","3","1804","1804","47","66","7","46","13","","1","534","1802/1804","15","16","5","28076","27222","3046","0","3487"
"schink-der-neue-doktor-faust","ger000072","Q55998256","Schink","0","Der neue Doktor Faust","Eine Plaisanterie mit Gesang, in zwei Aufzügen","Comedy","http://www.textgridrep.org/textgrid:v183.0","","","","","1782","4","false","0.5833333333333333","0.6666666666666666","1.3333333333333333","rosalinde","2","2","","1782","3","4","1","2","1","","1","4","","14","0","2","5484","5368","433","199","79"
"schink-hanswurst-von-salzburg-mit-dem-hoelzernen-gat","ger000218","Q55998364","Schink","0","Hanswurst von Salzburg mit dem hölzernen Gat","Historisch Schauspiel in drei Aufzügen","","http://www.textgridrep.org/textgrid:v186.0","","","","","1778","18","false","0.5538720538720538","0.1830065359477124","1.725","hanswurst","3.111111111111111","3","","1778","11","18","4","14","0","","4","28","","31","0","3","16549","16060","1056","2","2080"
"schlaf-meister-oelze","ger000248","Q1352330","Schlaf","0","Meister Oelze","Drama in drei Aufzügen","","http://www.textgridrep.org/textgrid:v18g.0","","","","","1892","8","false","0.9404761904761905","0.9285714285714286","1.0714285714285714","several characters","6.5","2","1900","1892","7","8","4","4","0","","1","26","","3","1","3","20117","19530","4051","958","18"
"schlegel-alarcos","ger000164","Q55998387","Schlegel","0","Alarcos","Ein Trauerspiel in zwei Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:v341.0","","","","","1802","11","false","0.8178932178932179","0.6181818181818182","1.4363636363636363","alvaro","6.181818181818182","3","1802","1802","9","11","5","6","0","","1","34","1801","7","0","2","10617","10484","231","0","1298"
"schlegel-canut","ger000417","Q1033928","Schlegel","0","Canut","Ein Trauerspiel","Tragedy","http://www.textgridrep.org/textgrid:v3mq.0","","","","","1746","7","false","0.7380952380952381","0.6190476190476191","1.380952380952381","estrithe","3.7142857142857144","2","","1746","6","7","2","5","0","","1","13","1746","23","1","5","15491","13979","64","0","1571"
"schlegel-der-geschaeftige-muessiggaenger","ger000397","Q55998437","Schlegel","0","Der geschäftige Müßiggänger","Ein Lustspiel","Comedy","http://www.textgridrep.org/textgrid:v3mx.0","","","","","1743","15","false","0.8054845154845156","0.41904761904761906","1.5809523809523809","frau_sylvesterinn","5.866666666666666","2","","1743","14","15","5","10","0","","1","44","","44","0","5","23040","22710","151","1058","20"
"schlegel-der-triumph-der-guten-frauen","ger000342","Q55998475","Schlegel","0","Der Triumph der guten Frauen","Ein Lustspiel in fünf Aufzügen","Comedy","http://www.textgridrep.org/textgrid:v3n4.0","","","","","1748","7","false","0.8428571428571427","0.7142857142857143","1.2857142857142858","cathrine","4.285714285714286","2","","1748","6","7","4","3","0","","1","15","1747","48","0","5","20991","20636","237","953","0"
"schlegel-die-stumme-schoenheit","ger000328","Q55998571","Schlegel","0","Die stumme Schönheit","Ein Lustspiel in einem Aufzuge","Comedy","http://www.textgridrep.org/textgrid:v3mw.0","","","","","1747","8","false","0.8708333333333333","0.75","1.25","jungwitz","5.25","2","","1747","7","8","4","4","0","","1","21","1747","25","0","0","7679","7464","166","0","897"
"schlegel-dueval-und-charmille","ger000613","Q118134246","Schlegel","0","Düval und Charmille","Ein bürgerlich Trauerspiel in fünf Aufzügen. Von einem Frauenzimmer","Tragedy","https://books.google.com/books?id=asJTAAAAcAAJ&printsec=frontcover","Weidmann","Leipzig","1778","140","1778","9","false","0.8269841269841269","0.6666666666666666","1.3333333333333333","mariane|dueval","5.333333333333333","2","","1778","8","9","3","6","0","","1","24","","45","0","5","12190","11225","1796","414","0"
"schlegel-jon","ger000234","Q55998652","Schlegel","0","Jon","Schauspiel in fünf Aufzügen","","http://www.textgridrep.org/textgrid:v1sm.0","","","","","1802","6","false","0.75","0.6","1.1","kreusa|pythia|xuthus","3","2","1802","1803","4","6","2","4","0","","2","9","","23","0","5","17001","16835","277","0","2380"
"schnitzer-der-zigeunerbaron","ger000292","Q464511","Schnitzer","0","Der Zigeunerbaron","Operette in 3 Acten","","http://www.textgridrep.org/textgrid:v3q4.0","","","","","1885","19","true","0.9112070334206557","0.7777777777777778","1.2280701754385965","several characters","14","3","1885","","17","19","5","11","3","","1","133","","14","22","3","8208","7979","341","0","1571"
"schnitzler-anatol","ger000089","Q487409","Schnitzler","0","Anatol","","","http://www.textgridrep.org/textgrid:v3vp.0","","","","","1893","11","false","0.6837662337662338","0.34545454545454546","1.6545454545454545","anatol","3.4545454545454546","2","1910","1893","10","11","7","4","0","","1","19","1891","7","4","7","21918","21415","1830","1589","10"
"schnitzler-anatols-groessenwahn","ger000176","Q56256182","Schnitzler","0","Anatols Größenwahn","","","http://www.textgridrep.org/textgrid:v3t3.0","","","","","1891","6","false","1","1","1","several characters","5","1","1932","1955","5","6","2","4","0","","1","15","1891","1","0","1","5092","4960","299","410","0"
"schnitzler-das-weite-land","ger000277","Q1171735","Schnitzler","0","Das weite Land","Tragikomödie in fünf Akten","Tragicomedy","http://www.textgridrep.org/textgrid:v3vz.0","","","","","1910","29","false","0.9079463625940388","0.6108374384236454","1.3891625615763548","erna|friedrich","17.103448275862068","2","1911","1910","28","29","9","18","2","","1","248","1910","5","1","5","32269","31529","3773","1553","0"
"schnitzler-der-einsame-weg","ger000017","Q1198519","Schnitzler","0","Der einsame Weg","Schauspiel in fünf Akten","","http://www.textgridrep.org/textgrid:v3sh.0","","","","","1904","11","false","0.8386002886002886","0.6181818181818182","1.3818181818181818","felix","6.181818181818182","2","1904","1904","10","11","4","7","0","","1","34","1903","37","3","5","23758","23043","1849","1053","0"
"schnitzler-der-gruene-kakadu","ger000336","Q2675124","Schnitzler","0","Der grüne Kakadu","Groteske in einem Akt","Comedy","http://www.textgridrep.org/textgrid:v3rv.0","","","","","1899","24","false","1","1","1","several characters","23","1","1899","1899","23","24","5","17","2","","1","276","","1","3","1","11182","11015","1131","701","5"
"schnitzler-der-puppenspieler","ger000306","Q56256231","Schnitzler","0","Der Puppenspieler","Studie in einem Aufzug","","http://www.textgridrep.org/textgrid:v3rz.0","","","","","1903","4","false","1","1","1","several characters","3","1","1903","1906","3","4","1","3","0","","1","6","","1","0","1","5225","5118","424","231","0"
"schnitzler-der-tapfere-cassian","ger000205","Q56254827","Schnitzler","0","Der tapfere Cassian","Puppenspiel in einem Akt","","http://www.textgridrep.org/textgrid:v3qp.0","","","","","1904","4","false","1","1","1","several characters","3","1","1904","1906","3","4","1","3","0","","1","6","1902","1","1","1","4671","4593","316","286","0"
"schnitzler-die-frau-mit-dem-dolche","ger000557","Q1212655","Schnitzler","0","Die Frau mit dem Dolche","Schauspiel in einem Akt","","http://www.textgridrep.org/textgrid:v3s3.0","","","","","1902","3","false","1","1","1","leonhard_lionardo|pauline_paola|remigio","2","1","1902","1902","2","3","1","2","0","","1","3","1901","3","1","1","4452","4150","705","133","296"
"schnitzler-die-letzten-masken","ger000558","Q1218934","Schnitzler","0","Die letzten Masken","Schauspiel in einem Akt","","http://www.textgridrep.org/textgrid:v3s3.0","","","","","1902","6","false","1","1","1","several characters","5","1","1902","1902","5","6","1","5","0","","1","15","1901","1","1","1","5368","5238","610","194","0"
"schnitzler-komoedie-der-verfuehrung","ger000544","Q1781088","Schnitzler","0","Komödie der Verführung","in drei Akten","Comedy","https://www.schnitzler-edition.net/Lesetext/KDV","","","","","1924","29","false","0.8925524239183199","0.6674876847290641","1.332512315270936","ambros|max","18.689655172413794","2","1924","1924","28","29","12","16","1","","1","271","","5","1","3","40131","37993","4956","1979","0"
"schnitzler-komtesse-mizzi","ger000150","Q1781040","Schnitzler","0","Komtesse Mizzi oder Der Familientag","Komödie in einem Akt","Comedy","http://www.textgridrep.org/textgrid:v3sw.0","","","","","1909","9","false","1","1","1","several characters","8","1","1909","1909","8","9","2","7","0","","1","36","1907","1","1","1","10110","9953","741","545","0"
"schnitzler-lebendige-stunden","ger000556","Q1335820","Schnitzler","0","Lebendige Stunden","Ein Akt","","http://www.textgridrep.org/textgrid:v3s3.0","","","","","1902","3","false","1","1","1","borromaeus|hausdorfer|heinrich","2","1","1902","1902","2","3","0","3","0","","1","3","1901","1","1","1","4211","4117","353","156","0"
"schnitzler-liebelei","ger000080","Q1823758","Schnitzler","0","Liebelei","Schauspiel in drei Akten","","http://www.textgridrep.org/textgrid:v3vb.0","","","","","1895","9","false","0.8687830687830689","0.7777777777777778","1.2222222222222223","theodor|mizi|christine","6.222222222222222","2","1895","1896","8","9","4","5","0","","1","28","1894","3","4","3","14999","14868","2341","961","0"
"schnitzler-literatur","ger000559","Q1865099","Schnitzler","0","Literatur","Lustspiel in einem Akt","Comedy","http://www.textgridrep.org/textgrid:v3s3.0","","","","","1902","3","false","1","1","1","klemens|margarete|gilbert","2","1","1902","1902","2","3","1","2","0","","1","3","1901","1","1","1","7031","6944","308","405","0"
"schnitzler-professor-bernhardi","ger000343","Q872683","Schnitzler","0","Professor Bernhardi","Komödie in fünf Akten","Comedy","http://www.textgridrep.org/textgrid:v3tw.0","","","","","1912","23","false","0.8271397333316838","0.6047430830039525","1.3952569169960474","bernhardi","13.304347826086957","2","1912","1912","22","23","1","22","0","","1","153","","5","3","5","37476","36960","2722","1665","0"
"schnitzler-reigen","ger000232","Q1414190","Schnitzler","0","Reigen","","","http://www.textgridrep.org/textgrid:v3w3.0","","","","","1903","11","false","0.1515151515151515","0.21818181818181817","2.8181818181818183","dirne|graf","2.1818181818181817","5","1920","1903","3","11","6","5","0","","1","12","1897","10","10","0","19387","18538","2410","1431","0"
"schnitzler-zum-grossen-wurstel","ger000022","Q29014616","Schnitzler","0","Zum grossen Wurstel","Burleske in einem Akt","Comedy","http://www.textgridrep.org/textgrid:v3t6.0","","","","","1906","31","false","1","1","1","several characters","30","1","1906","1906","30","31","5","23","3","","1","465","1902/1904","1","1","1","5465","5157","1272","147","374"
"schober-alfonso-und-estrella","ger000154","Q2032667","Schober","0","Alfonso und Estrella","Romantische Oper in drei Akten","","http://www.textgridrep.org/textgrid:v401.0","","","","","1854","18","true","0.8210598043931379","0.5163398692810458","1.522875816993464","chor_der_frauen","8.777777777777779","3","1854","","14","18","4","11","3","","1","79","","23","9","3","6163","5702","886","0","918"
"schoenherr-der-weibsteufel","ger000478","Q1197996","Schönherr","0","Der Weibsteufel","Drama in fünf Akten","","https://www.gutenberg.org/ebooks/49059","","","","","1914","3","false","1","1","1","mann|weib|jaeger","2","1","1915","1914","2","3","1","2","0","","1","3","1914","5","1","5","19016","18900","5788","699","0"
"schoenthan-der-raub-der-sabinerinnen","ger000271","Q1196392","Schönthan","1","Der Raub der Sabinerinnen","Schwank in vier Akten","Comedy","http://www.textgridrep.org/textgrid:v409.0","","","","","1884","11","false","0.9292929292929294","0.7272727272727273","1.290909090909091","several characters","7.2727272727272725","3","1884","1885","9","11","5","6","0","","1","40","","46","1","4","22873","22444","3515","1278","2"
"schouwaert-die-ueberschwemmung","ger000466","Q51368953","Schouwärt","0","Die Überschwemmung","Ein Schauspiel in drey Akten","","https://de.wikisource.org/wiki/Schouwärt_–_Die_Ueberschwemmung_(1784)","","","","","1784","16","false","0.8665237540237541","0.6333333333333333","1.3916666666666666","poell|leopoldine|amtmann","9.5","3","","1784","13","16","4","11","1","","1","76","1784","48","0","3","20133","19610","665","583","6"
"schroeder-der-vetter-in-lissabon","ger000382","Q51451355","Schröder","0","Der Vetter in Lissabon","Ein bürgerliches Familiengemälde in drei Aufzügen","","http://www.textgridrep.org/textgrid:vhgn.0","","","","","1784","11","false","0.7467532467532468","0.6181818181818182","1.3818181818181818","mad_wagner","6.181818181818182","2","1784","1786","10","11","4","7","0","","1","34","","50","0","3","12447","12121","1077","758","0"
"schuetz-die-katze-laesst-das-mausen-nicht","ger000580","Q112686910","Schütz","0","Die Katze läßt das Mausen nicht","Sprüchwort in einem Aufzuge, als Fortsetzung des Bauernguts","Comedy","https://de.wikisource.org/wiki/Die_Katze_läßt_das_Mausen_nicht_(Schütz)","","","","","1800","7","false","0.9238095238095239","0.6190476190476191","1.380952380952381","wirth","3.7142857142857144","2","1800","1801","6","7","1","6","0","","1","13","","14","0","0","4248","4085","256","240","0"
"seemann-dulk-die-waende","ger000459","Q51459425","Seemann","1","Die Wände","Eine politische Komödie in einem Akte","Comedy","http://www.textgridrep.org/textgrid:mk3n.0","","","","","1848","8","false","0.7821428571428571","0.6428571428571429","1.3571428571428572","hans","4.5","2","","1848","7","8","0","7","1","","1","18","","9","0","0","5779","5596","406","0","681"
"sessa-unser-verkehr","ger000503","Q99601642","Sessa","0","Unser Verkehr","Eine Posse in einem Akte","Comedy","https://books.google.com/books?id=h2BVAAAAcAAJ&printsec=frontcover","","","","","1813","16","false","0.7427895021645021","0.4","1.6","jakob","6","2","1813","1815","15","16","3","11","2","","1","48","","23","0","0","7990","7759","852","452","0"
"seume-miltiades","ger000479","Q79509676","Seume","0","Miltiades","Ein Trauerspiel in fünf Aufzügen","Tragedy","https://www.projekt-gutenberg.org/seume/miltiade/index.html","","","","","1808","14","false","0.7447330447330448","0.5604395604395604","1.4615384615384615","miltiades","7.285714285714286","3","1868","1808","12","14","1","12","1","","1","51","","23","0","5","14658","12141","410","0","1798"
"sievers-die-schatzgraeber","ger000590","Q113016336","Sievers","0","Die Schatzgräber","Posse in einem Aufzuge. Fortsetzung der beiden Billets","Comedy","https://books.google.com/books?id=dUrPFPLOy_8C&printsec=frontcover","","","","","1807","6","false","1","1","1","several characters","5","1","","1807","5","6","1","5","0","","1","15","","9","0","0","7709","7426","774","334","0"
"simrock-doctor-johannes-faust","ger000228","Q55999026","Simrock","0","Doctor Johannes Faust","Puppenspiel in vier Aufzügen","","http://www.textgridrep.org/textgrid:vnmx.0","","","","","1846","22","false","0.7984083875126657","0.354978354978355","1.7056277056277056","faust","7.454545454545454","3","","1846","17","22","5","14","3","","1","82","","19","0","4","11116","10263","958","337","297"
"soden-doktor-faust","ger000450","Q55803592","Soden","0","Doktor Faust","Volks-Schauspiel in fünf Akten","","http://www.textgridrep.org/textgrid:vnn3.0","","","","","1797","62","false","0.7853715078398322","0.15230037017451084","1.873611845584347","doktor_faust","9.290322580645162","3","","1797","60","62","5","30","27","","1","288","","65","0","5","21601","21034","1021","1360","0"
"solbrig-die-dorfschule","ger000526","Q105525766","Solbrig","0","Die Dorfschule","Eine charakteristische Posse in einem Akte","Comedy","https://books.google.com/books?id=q1PDO0ko1mcC&pg=PA51","Schütz","Magdeburg","1819","30","1812","9","false","1","1","1","several characters","8","1","1812","1819","8","9","0","9","0","","1","36","","2","0","0","3599","3523","267","182","4"
"sonnleithner-fidelio","ger000095","Q193778","Sonnleithner","2","Fidelio","Oper in zwei Aufzügen","","http://www.textgridrep.org/textgrid:vpv1.0","","","","","1805","12","true","0.8615079365079366","0.5454545454545454","1.5757575757575757","rocco|pizarro","6","3","1805","","9","12","2","9","1","","1","36","","20","43","2","8488","7862","1835","160","664"
"sorge-der-bettler","ger000534","Q64733581","Sorge","0","Der Bettler","Eine dramatische Sendung","","http://www.textgridrep.org/textgrid:vpvq.0","","","","","1912","57","false","0.9904660641502748","0.8157894736842105","1.1842105263157894","dichter_sohn_bruder_juengling|das_maedchen","45.68421052631579","2","1917","1912","56","57","18","39","0","","1","1302","","5","1","5","20845","19644","4457","505","713"
"sorge-der-sieg-des-christos","ger000149","Q52882110","Sorge","0","Der Sieg des Christos","Eine Vision dargestellt in dramatischen Bildern","","http://www.textgridrep.org/textgrid:vpvw.0","","","","","1924","37","false","0.8533721691616428","0.16366366366366367","1.718543046357616","luther","5.891891891891892","3","","1924","20","37","3","27","7","","3","109","1914","18","0","0","20208","19255","3171","0","2451"
"sorge-odysseus","ger000418","Q52882303","Sorge","0","Odysseus","Dramatische Phantasie","","http://www.textgridrep.org/textgrid:vpvx.0","","","","","1911","14","false","1","1","1","several characters","13","1","","1925","13","14","1","13","0","","1","91","1911","1","0","1","8384","7723","3682","213","82"
"stavenhagen-mudder-mews","ger000168","Q13188682","Stavenhagen","0","Mudder Mews","Niederdeutsches Drama in 5 Akten","","http://www.textgridrep.org/textgrid:vrcn.0","","","","","1904","8","false","0.9107142857142857","0.8928571428571429","1.1071428571428572","several characters","6.25","2","1905","1904","7","8","3","4","1","","1","25","1903","5","1","5","21644","21272","5040","887","80"
"stephanie-der-schauspieldirektor","ger000033","Q471810","Stephanie","0","Der Schauspieldirektor","Ein Gelegenheitsstück in einem Aufzuge","","http://www.textgridrep.org/textgrid:vrdc.0","","","","","1786","10","false","1","1","1","several characters","9","1","1786","","9","10","5","5","0","","1","45","","10","24","0","7730","7631","471","336","83"
"stephanie-die-entfuehrung-aus-dem-serail","ger000381","Q210711","Stephanie","0","Die Entführung aus dem Serail","Ein Singspiel in drey Aufzügen","","http://www.textgridrep.org/textgrid:vrdk.0","","","","","1782","9","true","0.746031746031746","0.6111111111111112","1.2142857142857142","pedrillo","4.888888888888889","2","1782","","7","9","2","7","0","","2","22","","28","37","3","9670","9308","1032","287","482"
"stephanie-die-liebe-im-narrenhause","ger000133","Q52882712","Stephanie","0","Die Liebe im Narrenhause","Eine komische Oper in zwey Aufzügen","","http://www.textgridrep.org/textgrid:vrds.0","","","","","1787","11","true","1","1","1","several characters","10","1","1787","","10","11","4","7","0","","1","55","","41","0","2","14944","14417","2020","394","806"
"stephanie-doktor-und-apotheker","ger000344","Q1235105","Stephanie","0","Doktor und Apotheker","Komische Oper in zwei Aufzügen","","http://www.textgridrep.org/textgrid:vrdj.0","","","","","1786","10","true","0.8777777777777779","0.8222222222222222","1.1777777777777778","krautmann","7.4","2","1786","","9","10","3","7","0","","1","37","","45","6","2","19328","18428","3929","421","1183"
"sternheim-der-snob","ger000493","Q1196902","Sternheim","0","Der Snob","Komödie in drei Aufzügen","Comedy","https://www.gutenberg.org/ebooks/60089","","","","","1914","8","false","0.6607142857142857","0.4642857142857143","1.5357142857142858","christian","3.25","2","1914","1914","7","8","4","4","0","","1","13","","20","1","3","12297","12138","1000","723","0"
"stramm-erwachen","ger000563","Q107611479","Stramm","0","Erwachen","","","http://www.textgridrep.org/textgrid:w3x0.0","","","","","1914","15","false","1","1","1","several characters","14","1","1921","1914","14","15","5","8","2","","1","105","","1","0","0","4275","3348","2358","237","0"
"sturz-julie","ger000066","Q52883292","Sturz","0","Julie","Ein Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:w3zd.0","","","","","1767","10","false","0.6290476190476191","0.4888888888888889","1.6","wohlau","4.4","3","","1767","7","10","3","7","0","","1","22","","49","0","5","15186","14792","604","372","0"
"sudermann-der-bettler-von-syrakus","ger000461","Q52883502","Sudermann","0","Der Bettler von Syrakus","Tragödie in fünf Akten und einem Vorspiel","Tragedy","http://www.textgridrep.org/textgrid:w40m.0","","","","","1911","66","false","0.8167835703438168","0.17902097902097902","2.1771561771561774","der_blinde","11.636363636363637","5","1911","1911","43","66","11","52","3","","1","384","","50","0","5","24340","23086","3426","0","3276"
"sudermann-die-ehre","ger000107","Q25217734","Sudermann","0","Die Ehre","Schauspiel in vier Akten","","http://www.textgridrep.org/textgrid:w40n.0","","","","","1889","15","false","0.8122751322751324","0.5714285714285714","1.4761904761904763","muehlingk|robert","8","3","1889","1889","12","15","6","9","0","","1","60","","52","1","4","24385","23645","3202","1350","0"
"sudermann-die-schmetterlingsschlacht","ger000521","Q104664855","Sudermann","0","Die Schmetterlingsschlacht","Komödie in vier Akten","Comedy","https://books.google.com/books?id=KU04AQAAIAAJ&printsec=frontcover","Cotta","Stuttgart","1895","","1894","10","false","0.8615873015873013","0.7555555555555555","1.2444444444444445","rosi","6.8","2","1894","1895","9","10","4","6","0","","1","34","","58","1","4","19957","19149","2296","1271","0"
"sudermann-heimat","ger000100","Q5699549","Sudermann","0","Heimat","Schauspiel in vier Akten","","http://www.textgridrep.org/textgrid:w407.0","","","","","1893","14","false","0.830890934462363","0.6043956043956044","1.3956043956043955","frau_schwartze","7.857142857142857","2","1893","1893","13","14","8","6","0","","1","55","","53","1","4","22128","21466","2526","1079","0"
